Year,Date ,Time ,HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,Stage,Date,HomeTeam_encoded,AwayTeam_encoded,Stage_encoded,MatchOutcome
2013,06-Feb-13,17:00,Mali , Nigeria,1.0,4.0,Semi-finals,2013-02-06,26,33,4,-1
2013,06-Feb-13,20:30,Burkina Faso , Ghana,1.0,1.0,Semi-finals,2013-02-06,3,18,4,0
2013,09-Feb-13,20:00,Mali , Ghana,3.0,1.0,Third place,2013-02-09,26,18,5,1
2013,10-Feb-13,20:30,Nigeria , Burkina Faso,1.0,0.0,Final,2013-02-10,31,3,0,1
2015,31-Jan-15,17:00,Congo , DR Congo,2.0,4.0,Quarter-finals,2015-01-31,8,12,2,-1
2015,31-Jan-15,20:30,Tunisia , Equatorial Guinea,1.0,2.0,Quarter-finals,2015-01-31,39,14,2,-1
2015,01-Feb-15,17:00,Ghana , Guinea,3.0,0.0,Quarter-finals,2015-02-01,17,19,2,1
2015,01-Feb-15,20:30,Ivory Coast , Algeria,3.0,1.0,Quarter-finals,2015-02-01,20,0,2,1
2015,04-Feb-15,20:00,DR Congo , Ivory Coast,1.0,3.0,Semi-finals,2015-02-04,10,21,4,-1
2015,05-Feb-15,20:00,Ghana , Equatorial Guinea,3.0,0.0,Semi-finals,2015-02-05,17,14,4,1
2015,07-Feb-15,17:00,DR Congo , Equatorial Guinea,0.0,0.0,Third place,2015-02-07,10,14,5,0
2015,08-Feb-15,20:00,Ivory Coast , Ghana,0.0,0.0,Final,2015-02-08,20,18,0,0
2017,14 January 2017 (2017-01-14),17:00,Gabon , Guinea-Bissau,1.0,1.0,Group stage,,15,20,1,0
2017,14 January 2017 (2017-01-14),20:00,Burkina Faso , Cameroon,1.0,1.0,Group stage,,3,5,1,0
2017,18 January 2017 (2017-01-18),17:00,Gabon , Burkina Faso,1.0,1.0,Group stage,,15,3,1,0
2017,18 January 2017 (2017-01-18),20:00,Cameroon , Guinea-Bissau,2.0,1.0,Group stage,,5,20,1,1
2017,22 January 2017 (2017-01-22),20:00,Cameroon , Gabon,0.0,0.0,Group stage,,5,16,1,0
2017,22 January 2017 (2017-01-22),20:00,Guinea-Bissau , Burkina Faso,0.0,2.0,Group stage,,19,3,1,-1
2017,15 January 2017 (2017-01-15),17:00,Algeria , Zimbabwe,2.0,2.0,Group stage,,0,46,1,0
2017,15 January 2017 (2017-01-15),20:00,Tunisia , Senegal,0.0,2.0,Group stage,,39,35,1,-1
2017,19 January 2017 (2017-01-19),17:00,Algeria , Tunisia,1.0,2.0,Group stage,,0,41,1,-1
2017,19 January 2017 (2017-01-19),20:00,Senegal , Zimbabwe,2.0,0.0,Group stage,,33,46,1,1
2017,23 January 2017 (2017-01-23),20:00,Senegal , Algeria,2.0,2.0,Group stage,,33,0,1,0
2017,23 January 2017 (2017-01-23),20:00,Zimbabwe , Tunisia,2.0,4.0,Group stage,,44,41,1,-1
2017,16 January 2017 (2017-01-16),17:00,Ivory Coast , Togo,0.0,0.0,Group stage,,20,40,1,0
2017,16 January 2017 (2017-01-16),20:00,DR Congo , Morocco,1.0,0.0,Group stage,,10,30,1,1
2017,20 January 2017 (2017-01-20),17:00,Ivory Coast , DR Congo,2.0,2.0,Group stage,,20,12,1,0
2017,20 January 2017 (2017-01-20),20:00,Morocco , Togo,3.0,1.0,Group stage,,28,40,1,1
2017,24 January 2017 (2017-01-24),20:00,Morocco , Ivory Coast,1.0,0.0,Group stage,,28,21,1,1
2017,24 January 2017 (2017-01-24),20:00,Togo , DR Congo,1.0,3.0,Group stage,,38,12,1,-1
2017,17 January 2017 (2017-01-17),17:00,Ghana , Uganda,1.0,0.0,Group stage,,17,42,1,1
2017,17 January 2017 (2017-01-17),20:00,Mali , Egypt,0.0,0.0,Group stage,,26,13,1,0
2017,21 January 2017 (2017-01-21),17:00,Ghana , Mali,1.0,0.0,Group stage,,17,27,1,1
2017,21 January 2017 (2017-01-21),20:00,Egypt , Uganda,1.0,0.0,Group stage,,12,42,1,1
2017,25 January 2017 (2017-01-25),20:00,Egypt , Ghana,1.0,0.0,Group stage,,12,18,1,1
2017,25 January 2017 (2017-01-25),20:00,Uganda , Mali,1.0,1.0,Group stage,,40,27,1,0
2017,28 January 2017 (2017-01-28),17:00,Burkina Faso , Tunisia,2.0,0.0,Quarter-finals,,3,41,2,1
2017,28 January 2017 (2017-01-28),20:00,Senegal , Cameroon,0.0,0.0,Quarter-finals,,33,5,2,0
2017,29 January 2017 (2017-01-29),17:00,DR Congo , Ghana,1.0,2.0,Quarter-finals,,10,18,2,-1
2017,29 January 2017 (2017-01-29),20:00,Egypt , Morocco,1.0,0.0,Quarter-finals,,12,30,2,1
2017,1 February 2017 (2017-02-01),20:00,Burkina Faso , Egypt,1.0,1.0,Semi-finals,,3,13,4,0
2017,2 February 2017 (2017-02-02),20:00,Cameroon , Ghana,2.0,0.0,Semi-finals,,5,18,4,1
2017,4 February 2017 (2017-02-04),20:00,Burkina Faso , Ghana,1.0,0.0,Third place,,3,18,5,1
2017,5 February 2017 (2017-02-05),20:00,Egypt , Cameroon,1.0,2.0,Final,,12,5,0,-1
2019,21 June 2019 (2019-06-21),22:00,Egypt , Zimbabwe,1.0,0.0,Group stage,,12,46,1,1
2019,22 June 2019 (2019-06-22),16:30,DR Congo , Uganda,0.0,2.0,Group stage,,10,42,1,-1
2019,26 June 2019 (2019-06-26),19:00,Uganda , Zimbabwe,1.0,1.0,Group stage,,40,46,1,0
2019,26 June 2019 (2019-06-26),22:00,Egypt , DR Congo,2.0,0.0,Group stage,,12,12,1,1
2019,30 June 2019 (2019-06-30),21:00,Uganda , Egypt,0.0,2.0,Group stage,,40,13,1,-1
2019,30 June 2019 (2019-06-30),21:00,Zimbabwe , DR Congo,0.0,4.0,Group stage,,44,12,1,-1
2019,22 June 2019 (2019-06-22),19:00,Nigeria , Burundi,1.0,0.0,Group stage,,31,4,1,1
2019,22 June 2019 (2019-06-22),22:00,Guinea , Madagascar,2.0,2.0,Group stage,,18,25,1,0
2019,26 June 2019 (2019-06-26),16:30,Nigeria , Guinea,1.0,0.0,Group stage,,31,19,1,1
2019,27 June 2019 (2019-06-27),16:30,Madagascar , Burundi,1.0,0.0,Group stage,,24,4,1,1
2019,30 June 2019 (2019-06-30),18:00,Madagascar , Nigeria,2.0,0.0,Group stage,,24,33,1,1
2019,30 June 2019 (2019-06-30),18:00,Burundi , Guinea,0.0,2.0,Group stage,,4,19,1,-1
2019,23 June 2019 (2019-06-23),19:00,Senegal , Tanzania,2.0,0.0,Group stage,,33,39,1,1
2019,23 June 2019 (2019-06-23),22:00,Algeria , Kenya,2.0,0.0,Group stage,,0,22,1,1
2019,27 June 2019 (2019-06-27),19:00,Senegal , Algeria,0.0,1.0,Group stage,,33,0,1,-1
2019,27 June 2019 (2019-06-27),22:00,Kenya , Tanzania,3.0,2.0,Group stage,,21,39,1,1
2019,1 July 2019 (2019-07-01),21:00,Kenya , Senegal,0.0,3.0,Group stage,,21,35,1,-1
2019,1 July 2019 (2019-07-01),21:00,Tanzania , Algeria,0.0,3.0,Group stage,,37,0,1,-1
2019,23 June 2019 (2019-06-23),16:30,Morocco , Namibia,1.0,0.0,Group stage,,28,32,1,1
2019,24 June 2019 (2019-06-24),16:30,Ivory Coast , South Africa,1.0,0.0,Group stage,,20,37,1,1
2019,28 June 2019 (2019-06-28),19:00,Morocco , Ivory Coast,1.0,0.0,Group stage,,28,21,1,1
2019,28 June 2019 (2019-06-28),22:00,South Africa , Namibia,1.0,0.0,Group stage,,35,32,1,1
2019,1 July 2019 (2019-07-01),18:00,South Africa , Morocco,0.0,1.0,Group stage,,35,30,1,-1
2019,1 July 2019 (2019-07-01),18:00,Namibia , Ivory Coast,1.0,4.0,Group stage,,30,21,1,-1
2019,24 June 2019 (2019-06-24),19:00,Tunisia , Angola,1.0,1.0,Group stage,,39,1,1,0
2019,24 June 2019 (2019-06-24),22:00,Mali , Mauritania,4.0,1.0,Group stage,,26,28,1,1
2019,28 June 2019 (2019-06-28),16:30,Tunisia , Mali,1.0,1.0,Group stage,,39,27,1,0
2019,29 June 2019 (2019-06-29),16:30,Mauritania , Angola,0.0,0.0,Group stage,,27,1,1,0
2019,2 July 2019 (2019-07-02),21:00,Mauritania , Tunisia,0.0,0.0,Group stage,,27,41,1,0
2019,2 July 2019 (2019-07-02),21:00,Angola , Mali,0.0,1.0,Group stage,,1,27,1,-1
2019,25 June 2019 (2019-06-25),19:00,Cameroon , Guinea-Bissau,2.0,0.0,Group stage,,5,20,1,1
2019,25 June 2019 (2019-06-25),22:00,Ghana , Benin,2.0,2.0,Group stage,,17,2,1,0
2019,29 June 2019 (2019-06-29),19:00,Cameroon , Ghana,0.0,0.0,Group stage,,5,18,1,0
2019,29 June 2019 (2019-06-29),22:00,Benin , Guinea-Bissau,0.0,0.0,Group stage,,2,20,1,0
2019,2 July 2019 (2019-07-02),18:00,Benin , Cameroon,0.0,0.0,Group stage,,2,5,1,0
2019,2 July 2019 (2019-07-02),18:00,Guinea-Bissau , Ghana,0.0,2.0,Group stage,,19,18,1,-1
2019,5 July 2019 (2019-07-05),18:00,Morocco , Benin,1.0,1.0,Round of 16,,28,2,3,0
2019,5 July 2019 (2019-07-05),21:00,Uganda , Senegal,0.0,1.0,Round of 16,,40,35,3,-1
2019,6 July 2019 (2019-07-06),18:00,Nigeria , Cameroon,3.0,2.0,Round of 16,,31,5,3,1
2019,6 July 2019 (2019-07-06),21:00,Egypt , South Africa,0.0,1.0,Round of 16,,12,37,3,-1
2019,7 July 2019 (2019-07-07),18:00,Madagascar , DR Congo,2.0,2.0,Round of 16,,24,12,3,0
2019,7 July 2019 (2019-07-07),21:00,Algeria , Guinea,3.0,0.0,Round of 16,,0,19,3,1
2019,8 July 2019 (2019-07-08),18:00,Mali , Ivory Coast,0.0,1.0,Round of 16,,26,21,3,-1
2019,8 July 2019 (2019-07-08),21:00,Ghana , Tunisia,1.0,1.0,Round of 16,,17,41,3,0
2019,10 July 2019 (2019-07-10),18:00,Senegal , Benin,1.0,0.0,Quarter-finals,,33,2,2,1
2019,10 July 2019 (2019-07-10),21:00,Nigeria , South Africa,2.0,1.0,Quarter-finals,,31,37,2,1
2019,11 July 2019 (2019-07-11),18:00,Ivory Coast , Algeria,1.0,1.0,Quarter-finals,,20,0,2,0
2019,11 July 2019 (2019-07-11),21:00,Madagascar , Tunisia,0.0,3.0,Quarter-finals,,24,41,2,-1
2019,14 July 2019 (2019-07-14),18:00,Senegal , Tunisia,1.0,0.0,Semi-finals,,33,41,4,1
2019,14 July 2019 (2019-07-14),21:00,Algeria , Nigeria,2.0,1.0,Semi-finals,,0,33,4,1
2019,17 July 2019 (2019-07-17),21:00,Tunisia , Nigeria,0.0,1.0,Third place,,39,33,5,-1
2019,19 July 2019 (2019-07-19),21:00,Senegal , Algeria,0.0,1.0,Final,,33,0,0,-1
2022,9 January 2022 (2022-01-09),17:00,Cameroon , Burkina Faso,2.0,1.0,Group stage,,5,3,1,1
2022,9 January 2022 (2022-01-09),20:00,Ethiopia , Cape Verde,0.0,1.0,Group stage,,14,6,1,-1
2022,13 January 2022 (2022-01-13),17:00,Cameroon , Ethiopia,4.0,1.0,Group stage,,5,15,1,1
2022,13 January 2022 (2022-01-13),20:00,Cape Verde , Burkina Faso,0.0,1.0,Group stage,,6,3,1,-1
2022,17 January 2022 (2022-01-17),17:00,Cape Verde , Cameroon,1.0,1.0,Group stage,,6,5,1,0
2022,17 January 2022 (2022-01-17),17:00,Burkina Faso , Ethiopia,1.0,1.0,Group stage,,3,15,1,0
2022,10 January 2022 (2022-01-10),14:00,Senegal , Zimbabwe,1.0,0.0,Group stage,,33,46,1,1
2022,10 January 2022 (2022-01-10),17:00,Guinea , Malawi,1.0,0.0,Group stage,,18,26,1,1
2022,14 January 2022 (2022-01-14),14:00,Senegal , Guinea,0.0,0.0,Group stage,,33,19,1,0
2022,14 January 2022 (2022-01-14),17:00,Malawi , Zimbabwe,2.0,1.0,Group stage,,25,46,1,1
2022,18 January 2022 (2022-01-18),17:00,Malawi , Senegal,0.0,0.0,Group stage,,25,35,1,0
2022,18 January 2022 (2022-01-18),17:00,Zimbabwe , Guinea,2.0,1.0,Group stage,,44,19,1,1
2022,10 January 2022 (2022-01-10),17:00,Morocco , Ghana,1.0,0.0,Group stage,,28,18,1,1
2022,10 January 2022 (2022-01-10),20:00,Comoros , Gabon,0.0,1.0,Group stage,,7,16,1,-1
2022,14 January 2022 (2022-01-14),17:00,Morocco , Comoros,2.0,0.0,Group stage,,28,7,1,1
2022,14 January 2022 (2022-01-14),20:00,Gabon , Ghana,1.0,1.0,Group stage,,15,18,1,0
2022,18 January 2022 (2022-01-18),20:00,Gabon , Morocco,2.0,2.0,Group stage,,15,30,1,0
2022,18 January 2022 (2022-01-18),20:00,Ghana , Comoros,2.0,3.0,Group stage,,17,7,1,-1
2022,11 January 2022 (2022-01-11),17:00,Nigeria , Egypt,1.0,0.0,Group stage,,31,13,1,1
2022,11 January 2022 (2022-01-11),20:00,Sudan , Guinea-Bissau,0.0,0.0,Group stage,,36,20,1,0
2022,15 January 2022 (2022-01-15),17:00,Nigeria , Sudan,3.0,1.0,Group stage,,31,38,1,1
2022,15 January 2022 (2022-01-15),20:00,Guinea-Bissau , Egypt,0.0,1.0,Group stage,,19,13,1,-1
2022,19 January 2022 (2022-01-19),20:00,Guinea-Bissau , Nigeria,0.0,2.0,Group stage,,19,33,1,-1
2022,19 January 2022 (2022-01-19),20:00,Egypt , Sudan,1.0,0.0,Group stage,,12,38,1,1
2022,11 January 2022 (2022-01-11),14:00,Algeria , Sierra Leone,0.0,0.0,Group stage,,0,36,1,0
2022,12 January 2022 (2022-01-12),20:00,Equatorial Guinea , Ivory Coast,0.0,1.0,Group stage,,13,21,1,-1
2022,16 January 2022 (2022-01-16),17:00,Ivory Coast , Sierra Leone,2.0,2.0,Group stage,,20,36,1,0
2022,16 January 2022 (2022-01-16),20:00,Algeria , Equatorial Guinea,0.0,1.0,Group stage,,0,14,1,-1
2022,20 January 2022 (2022-01-20),17:00,Ivory Coast , Algeria,3.0,1.0,Group stage,,20,0,1,1
2022,20 January 2022 (2022-01-20),17:00,Sierra Leone , Equatorial Guinea,0.0,1.0,Group stage,,34,14,1,-1
2022,12 January 2022 (2022-01-12),14:00,Tunisia , Mali,0.0,1.0,Group stage,,39,27,1,-1
2022,12 January 2022 (2022-01-12),17:45[note 1],Mauritania , Gambia,0.0,1.0,Group stage,,27,17,1,-1
2022,16 January 2022 (2022-01-16),14:00,Gambia , Mali,1.0,1.0,Group stage,,16,27,1,0
2022,16 January 2022 (2022-01-16),17:00,Tunisia , Mauritania,4.0,0.0,Group stage,,39,28,1,1
2022,20 January 2022 (2022-01-20),20:00,Gambia , Tunisia,1.0,0.0,Group stage,,16,41,1,1
2022,20 January 2022 (2022-01-20),20:00,Mali , Mauritania,2.0,0.0,Group stage,,26,28,1,1
2022,23 January 2022 (2022-01-23),17:00,Burkina Faso , Gabon,1.0,1.0,Round of 16,,3,16,3,0
2022,23 January 2022 (2022-01-23),20:00,Nigeria , Tunisia,0.0,1.0,Round of 16,,31,41,3,-1
2022,24 January 2022 (2022-01-24),17:00,Guinea , Gambia,0.0,1.0,Round of 16,,18,17,3,-1
2022,24 January 2022 (2022-01-24),20:00,Cameroon , Comoros,2.0,1.0,Round of 16,,5,7,3,1
2022,25 January 2022 (2022-01-25),17:00,Senegal , Cape Verde,2.0,0.0,Round of 16,,33,6,3,1
2022,25 January 2022 (2022-01-25),20:00,Morocco , Malawi,2.0,1.0,Round of 16,,28,26,3,1
2022,26 January 2022 (2022-01-26),17:00,Ivory Coast , Egypt,0.0,0.0,Round of 16,,20,13,3,0
2022,26 January 2022 (2022-01-26),20:00,Mali , Equatorial Guinea,0.0,0.0,Round of 16,,26,14,3,0
2022,29 January 2022 (2022-01-29),17:00,Gambia , Cameroon,0.0,2.0,Quarter-finals,,16,5,2,-1
2022,29 January 2022 (2022-01-29),20:00,Burkina Faso , Tunisia,1.0,0.0,Quarter-finals,,3,41,2,1
2022,30 January 2022 (2022-01-30),16:00[note 2],Egypt , Morocco,2.0,1.0,Quarter-finals,,12,30,2,1
2022,30 January 2022 (2022-01-30),20:00,Senegal , Equatorial Guinea,3.0,1.0,Quarter-finals,,33,14,2,1
2022,2 February 2022 (2022-02-02),20:00,Burkina Faso , Senegal,1.0,3.0,Semi-finals,,3,35,4,-1
2022,3 February 2022 (2022-02-03),20:00,Cameroon , Egypt,0.0,0.0,Semi-finals,,5,13,4,0
2022,5 February 2022 (2022-02-05),20:00[note 5],Burkina Faso , Cameroon,3.0,3.0,Third place,,3,5,5,0
2022,6 February 2022 (2022-02-06),20:00,Senegal , Egypt,0.0,0.0,Final,,33,13,0,0
